Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 08/19  21:00:00,1076550308.872885,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,263999472.52747248,0.0,14475.286241791335,0.0,15708618.45725806,0.0,15708618.45725806 
 08/19  22:00:00,988544045.146375,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,8035.73555575802,0.0,7880928.635533446,0.0,7880928.635533446 
 08/19  23:00:00,900544222.7587864,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,8037.523791196842,0.0,7880455.98772546,0.0,7880455.98772546 
 08/19  24:00:00,856544306.1353744,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8032.98829162658,0.0,7880934.626219005,0.0,7880934.626219005 
 08/20  01:00:00,856542693.7781513,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6420.631068424353,0.0,72000.0,0.0,72000.0 
 08/20  02:00:00,856542702.4072973,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6429.26021434916,0.0,7878619.26205665,0.0,7878619.26205665 
 08/20  03:00:00,856542709.2980867,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6436.151003780653,0.0,7878726.297320399,0.0,7878726.297320399 
 08/20  04:00:00,900542618.5365217,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,6433.301526573759,0.0,7878042.5979430279,0.0,7878042.5979430279 
 08/20  05:00:00,988547255.4079881,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,11245.997168971606,0.0,7886338.1560006099,0.0,7886338.1560006099 
 08/20  06:00:00,1072270490.3317866,0.0,0.0,89713308.72273873,92271600.0,538279852.336432,351999296.7032966,0.0,6432.56931925596,0.0,7878502.557660848,0.0,7878502.557660848 
 08/20  07:00:00,1067998701.7648357,0.0,0.0,89713308.72273873,0.0,538279852.336432,439999120.8791207,0.0,6419.826544267098,0.0,72000.0,0.0,72000.0 
 08/20  08:00:00,1391871466.3432976,0.0,122328218.3236868,89713308.72273873,0.0,538279852.336432,439999120.8791207,46152804.61711601,87203923.56618572,68194237.89801772,7878610.258043534,0.0,7878610.258043534 
 08/20  09:00:00,1471623195.42242,0.0,193781376.09334777,89713308.72273873,0.0,538279852.336432,307999384.6153846,69905969.852128,155038895.9772156,116904407.82517325,7878807.073366682,0.0,7878807.073366682 
 08/20  10:00:00,1369105667.4232822,0.0,242214215.835869,89713308.72273873,0.0,538279852.336432,131999736.26373624,81187304.49825134,168806841.94108159,116904407.82517325,7878756.415947622,0.0,7878756.415947622 
 08/20  11:00:00,1268903922.5488928,0.0,193640870.93951503,89713308.72273873,0.0,538279852.336432,131999736.26373624,62144655.0079258,147911532.23588879,105213967.04265592,7883959.81818514,0.0,7883959.81818514 
 08/20  12:00:00,1057773123.9744032,0.0,106533537.18584463,89713308.72273873,0.0,538279852.336432,131999736.26373624,31571671.40269629,91480780.16493754,68194237.89801772,7883752.734591255,0.0,7883752.734591255 
 08/20  13:00:00,1267252585.5907665,0.0,177460339.4028905,89713308.72273873,0.0,538279852.336432,131999736.26373624,55000844.91760063,157894096.1221948,116904407.82517325,7891537.240560254,0.0,7891537.240560254 
 08/20  14:00:00,1255220265.1413937,0.0,191299598.95409916,89713308.72273873,0.0,538279852.336432,131999736.26373624,62874364.07950709,143633064.93056933,97420339.85431104,15695592.740923655,0.0,15695592.740923655 
 08/20  15:00:00,1185122957.0776847,0.0,153499469.3938289,89713308.72273873,0.0,538279852.336432,131999736.26373624,53429957.60116927,128573920.09381323,89626712.66596616,72000.0,0.0,72000.0 
 08/20  16:00:00,1465550137.3793269,0.0,186380199.69132627,89713308.72273873,0.0,538279852.336432,307999384.6153846,66664658.37622989,159608325.81204216,116904407.82517325,7878689.58730739,0.0,7878689.58730739 
 08/20  17:00:00,1658043346.0246795,0.0,225067081.23383383,89713308.72273873,0.0,538279852.336432,439999120.8791207,83857849.36486852,164221725.66251246,116904407.82517325,7878795.699915446,0.0,7878795.699915446 
 08/20  18:00:00,1584391775.23924,0.0,179102585.38242949,89713308.72273873,0.0,538279852.336432,439999120.8791207,67081579.88053234,153310920.21281348,116904407.82517325,7878745.116408714,0.0,7878745.116408714 
 08/20  19:00:00,1267346181.3399296,0.0,88600583.43387376,89713308.72273873,30757200.0,538279852.336432,351999296.7032966,34141487.51826152,75402248.7127401,58452203.912586618,72000.0,0.0,72000.0 
 08/20  20:00:00,1164542087.6271556,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,0.0,6429.864688265088,0.0,7878508.885072333,0.0,7878508.885072333 
 08/20  21:00:00,1076547085.960987,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,263999472.52747248,0.0,11252.374343938163,0.0,7885316.286958271,0.0,7885316.286958271 
 08/20  22:00:00,988542438.7908921,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,6429.380073058774,0.0,7878559.902245349,0.0,7878559.902245349 
 08/20  23:00:00,900542621.3048112,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,6436.069816146098,0.0,7878667.140421881,0.0,7878667.140421881 
 08/20  24:00:00,856542706.4029955,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6433.255912567582,0.0,7878774.125705037,0.0,7878774.125705037 
 08/21  01:00:00,1035970924.5231719,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8033.930611477538,0.0,7880729.243899861,0.0,7880729.243899861 
 08/21  02:00:00,1035970925.2724205,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8034.679859922887,0.0,72000.0,0.0,72000.0 
 08/21  03:00:00,1035970924.2054341,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8033.612873534846,0.0,7881212.979003705,0.0,7881212.979003705 
 08/21  04:00:00,1079970837.670082,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8034.989609351496,0.0,7880740.789536438,0.0,7880740.789536438 
 08/21  05:00:00,1257688808.1461945,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12872.567159111144,0.0,15705143.071297326,0.0,15705143.071297326 
 08/21  06:00:00,1777197982.279181,0.0,75021848.61350325,179426617.44547747,92271600.0,717706469.7819098,351999296.7032966,104598529.53237123,139269212.37744958,116904407.82517325,1105638328.4792009,1097752703.993324,7885624.485876846 
 08/21  07:00:00,2170498486.4166467,0.0,110068816.35128626,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,143632449.65046863,116904407.82517325,801010705.1656926,777410185.111204,23600520.054488496 
 08/21  08:00:00,4213364469.181157,0.0,172533821.24969463,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103971977.40058683,150276027.80798925,116904407.82517325,281508605.0961052,234117984.79656393,47390620.29954134 
 08/21  09:00:00,4157476762.229698,0.0,239908576.2634771,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,106588850.69580886,156396428.81126223,116904407.82517325,135234740.57972215,87812203.66694814,47422536.91277399 
 08/21  10:00:00,3997931236.5378787,0.0,254239761.79825989,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,107054541.0748379,158053675.5572785,116904407.82517325,79133196.95702116,31685100.725514234,47448096.23150692 
 08/21  11:00:00,3995178655.079427,0.0,253982058.50410406,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104573023.88474456,158040314.58307577,116904407.82517325,78485398.96889907,15078919.32664672,63406479.642252359 
 08/21  12:00:00,3813934826.135564,0.0,252797229.99768705,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,103907369.5922554,158073585.8835958,116904407.82517325,103088135.06331529,31521751.579254964,71566383.48406032 
 08/21  13:00:00,4026975413.534369,0.0,274394334.5025723,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,103924392.84977332,170073428.07452107,116904407.82517325,73239188.90208128,1741310.7233921644,71497878.17868912 
 08/21  14:00:00,4070329052.393531,0.0,304515226.57951989,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104052674.3928943,183177893.3136149,116904407.82517325,39484990.438917297,0.0,39484990.438917297 
 08/21  15:00:00,4068680324.2626907,0.0,300495220.9922839,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,106454885.30477023,183146959.85813386,116904407.82517325,47347269.0784971,0.0,47347269.0784971 
 08/21  16:00:00,4229498866.080888,0.0,286552712.5599656,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,113160586.82466486,175202660.23710663,116904407.82517325,55430281.713719669,0.0,55430281.713719669 
 08/21  17:00:00,3796783598.843515,0.0,273415098.1151391,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,107997158.788795,167068551.55312527,116904407.82517325,31520466.391766997,0.0,31520466.391766997 
 08/21  18:00:00,3055560707.816637,0.0,260002851.20565508,897133087.2273873,0.0,1076559704.672864,439999120.8791207,104432588.03745897,160528947.96897689,116904407.82517325,33593937.33663167,2123799.795310684,31470137.541320988 
 08/21  19:00:00,2932001650.095509,0.0,201797257.16544704,897133087.2273873,30757200.0,1076559704.672864,351999296.7032966,103907369.5922554,152943326.9090847,116904407.82517325,99008523.04935926,83267244.56382472,15741278.485534553 
 08/21  20:00:00,2482393674.1938488,0.0,142834020.56022854,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,146792439.9490748,116904407.82517325,388310736.8294764,364719460.8957572,23591275.933719219 
 08/21  21:00:00,2374323161.2073686,0.0,125114964.73335137,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,144440806.96529643,116904407.82517325,539668512.5319253,531780321.32569548,7888191.206229809 
 08/21  22:00:00,1257683972.9462767,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8037.367241497883,0.0,7881008.058214555,0.0,7881008.058214555 
 08/21  23:00:00,1079970840.9782804,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8038.297807579848,0.0,7880510.743219594,0.0,7880510.743219594 
 08/21  24:00:00,1035970929.0549331,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8038.462372605802,0.0,7880993.1156490049,0.0,7880993.1156490049 
 08/22  01:00:00,1035970931.588053,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8040.995492520041,0.0,7880525.54240418,0.0,7880525.54240418 
 08/22  02:00:00,1035970930.7181658,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8040.125605206695,0.0,7881010.102825,0.0,7881010.102825 
 08/22  03:00:00,1035970931.8525438,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8041.259983215212,0.0,7880540.911224031,0.0,7880540.911224031 
 08/22  04:00:00,1079970842.0376628,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8039.357189968852,0.0,7881024.802463262,0.0,7881024.802463262 
 08/22  05:00:00,1257688786.3224323,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12850.743397014852,0.0,7888868.449792588,0.0,7888868.449792588 
 08/22  06:00:00,1580271363.156475,0.0,6533501.463092087,179426617.44547747,92271600.0,717706469.7819098,351999296.7032966,108273707.26362193,65607966.586491059,58452203.912586618,1133698709.9274839,1125812300.3528536,7886409.574630304 
 08/22  07:00:00,2113779380.4186083,0.0,59540452.11312078,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,137441707.8905962,116904407.82517325,979509407.9712793,948061594.3040688,31447813.667210495 
 08/22  08:00:00,4142557353.1403019,0.0,109103877.35745707,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,142963463.4677027,116904407.82517325,330837085.8639902,291330658.15563067,39506427.70835961 
 08/22  09:00:00,4109275157.4849646,0.0,196576479.22466148,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,105643430.3328526,152472341.46829964,116904407.82517325,117309200.21810033,69868355.57789795,47440844.64020236 
 08/22  10:00:00,4009864164.803043,0.0,261220144.7356536,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,108482097.63328129,161578664.32660533,116904407.82517325,80663394.83512898,25326777.41522382,55336617.41990515 
 08/22  11:00:00,4034034426.0958406,0.0,278141351.51538738,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,106902131.25300755,170407685.21994315,116904407.82517325,60773197.08014166,5287659.355903879,55485537.724237788 
 08/22  12:00:00,3874870782.8163855,0.0,294569259.60119608,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,104224095.8933665,176920786.65979807,116904407.82517325,76030031.30260763,4458729.197286217,71571302.1053214 
 08/22  13:00:00,4109084388.53563,0.0,335740698.0549157,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,112396086.66198515,182364345.71122737,116904407.82517325,71610269.51258615,112496.99595783673,71497772.51662831 
 08/22  14:00:00,4138372212.701439,0.0,359586430.62568727,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,114933642.4521716,185268881.51607809,116904407.82517325,47368067.80517824,0.0,47368067.80517824 
 08/22  15:00:00,4127552004.5597465,0.0,350919936.3815133,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,114823029.7454173,183225780.32531325,116904407.82517325,39469861.947301138,0.0,39469861.947301138 
 08/22  16:00:00,4275456905.2982666,0.0,324351543.40015307,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,116760209.10239649,179762246.3365668,116904407.82517325,55435437.946655888,0.0,55435437.946655888 
 08/22  17:00:00,3810275307.409083,0.0,282229957.19638767,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,109853284.28784658,169889275.53839458,116904407.82517325,31518639.247723089,0.0,31518639.247723089 
 08/22  18:00:00,3041127246.96243,0.0,249378465.05426685,897133087.2273873,0.0,1076559704.672864,439999120.8791207,103907369.5922554,157245091.7113621,116904407.82517325,33358554.199139745,1886035.1221220848,31472519.077017659 
 08/22  19:00:00,2916216127.295522,0.0,189001535.486297,897133087.2273873,30757200.0,1076559704.672864,351999296.7032966,103907369.5922554,149953525.788248,116904407.82517325,75340083.25254034,59599908.645064909,15740174.607475423 
 08/22  20:00:00,2483544923.1691114,0.0,145001060.37217696,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,145776649.11238913,116904407.82517325,367402355.91466316,343810052.3051115,23592303.60955157 
 08/22  21:00:00,2353402905.0194036,0.0,106962101.72238349,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,141673413.78829888,116904407.82517325,538955314.5261368,523251435.14175418,15703879.384382682 
 08/22  22:00:00,1257683972.9643095,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8037.385274132538,0.0,7880493.4033254659,0.0,7880493.4033254659 
 08/22  23:00:00,1079970838.3338514,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8035.6533785521215,0.0,7880978.054285157,0.0,7880978.054285157 
 08/22  24:00:00,1035970926.8659862,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8036.273425727636,0.0,7880509.118791955,0.0,7880509.118791955 
 08/23  01:00:00,1035970926.2879161,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8035.695355491467,0.0,72000.0,0.0,72000.0 
 08/23  02:00:00,1035970926.5918957,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8035.999335091712,0.0,7880997.911519912,0.0,7880997.911519912 
 08/23  03:00:00,1035970928.58404,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8037.9914795251625,0.0,7880530.609137203,0.0,7880530.609137203 
 08/23  04:00:00,1079970841.311665,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8038.631192392805,0.0,7881016.365650055,0.0,7881016.365650055 
 08/23  05:00:00,1257688808.5152815,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12872.93624606476,0.0,15705256.870866185,0.0,15705256.870866185 
 08/23  06:00:00,1461195359.244825,0.0,5983.9453358654155,179426617.44547747,92271600.0,717706469.7819098,351999296.7032966,110083733.91454958,5804843.8600834649,3896813.5941724416,1134238513.7532719,1126352267.8626576,7886245.890614375 
 08/23  07:00:00,2073274276.0100985,0.0,25158531.291696446,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,131318524.30351042,116904407.82517325,906398057.979434,882793584.411285,23604473.568148767 
 08/23  08:00:00,4134300663.979081,0.0,103108369.50381053,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,140702282.16012866,116904407.82517325,325063384.9862095,277677212.37649598,47386172.60971353 
 08/23  09:00:00,4169766841.770186,0.0,250287799.06281869,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,106679846.15736933,158216290.09084777,116904407.82517325,110723422.05953636,63295383.15481173,47428038.90472461 
 08/23  10:00:00,4043641549.996742,0.0,284893792.9865979,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,110132003.26954407,170032495.6330971,116904407.82517325,60820973.31731788,13376471.956332311,47444501.36098557 
 08/23  11:00:00,4054257857.8752796,0.0,292912933.3720591,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,110004689.36347977,172756977.0322376,116904407.82517325,65133559.63837801,1728474.0539743847,63405085.58440363 
 08/23  12:00:00,3885005800.6831438,0.0,302868734.25510349,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,104022010.89310764,178958414.87290744,116904407.82517325,73353242.8653645,1781371.2374568619,71571871.62790765 
 08/23  13:00:00,4143823929.0415618,0.0,364545801.80450227,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,114878222.26549088,185816646.86406569,116904407.82517325,71496468.20540394,0.0,71496468.20540394 
 08/23  14:00:00,4218695153.0416395,0.0,427036650.4104204,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,120088046.11219096,192987198.4115255,116904407.82517325,39488622.90654489,0.0,39488622.90654489 
 08/23  15:00:00,4222230249.070877,0.0,430691191.8449187,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,121417837.47243214,191537961.6460241,116904407.82517325,47344860.06726536,0.0,47344860.06726536 
 08/23  16:00:00,4346922451.688229,0.0,384385510.1195298,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,121750134.6894366,186203900.42011196,116904407.82517325,55430334.938650999,0.0,55430334.938650999 
 08/23  17:00:00,3830716316.0289947,0.0,300187302.1046796,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,109564458.48838802,172661765.04947166,116904407.82517325,31518955.907547434,0.0,31518955.907547434 
 08/23  18:00:00,3047815219.433538,0.0,255468329.37476776,897133087.2273873,0.0,1076559704.672864,439999120.8791207,103907369.5922554,157843199.86196945,116904407.82517325,23999707.34316014,380042.19580897546,23619665.147351166 
 08/23  19:00:00,2947584847.9227426,0.0,190107043.08764027,897133087.2273873,61514400.0,1076559704.672864,351999296.7032966,103907369.5922554,149459538.81412489,116904407.82517325,73726666.04874027,50151266.33615016,23575399.712590103 
 08/23  20:00:00,2538704103.109918,0.0,194949874.7621198,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,150987014.66325338,116904407.82517325,327590052.81963106,303998520.26735708,23591532.55227397 
 08/23  21:00:00,2473134230.774943,0.0,215407131.7627048,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,152959709.50351728,116904407.82517325,441573739.32078388,433685889.66122809,7887849.659555812 
 08/23  22:00:00,1257683975.0622893,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8039.483253701175,0.0,7881130.556120437,0.0,7881130.556120437 
 08/23  23:00:00,1079970843.0592859,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8040.378813119825,0.0,7881114.8725879979,0.0,7881114.8725879979 
 08/23  24:00:00,1035970932.0578,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8041.465239560119,0.0,7880646.699040448,0.0,7880646.699040448 
 08/24  01:00:00,1035970933.1948395,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8042.602278966657,0.0,7881137.164911403,0.0,7881137.164911403 
 08/24  02:00:00,1035970933.4428089,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8042.850248227145,0.0,7880671.028580189,0.0,7880671.028580189 
 08/24  03:00:00,1035970932.8369533,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8042.24439279002,0.0,7881159.6040886589,0.0,7881159.6040886589 
 08/24  04:00:00,1079970844.1785088,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8041.498036114197,0.0,7880692.7144215679,0.0,7880692.7144215679 
 08/24  05:00:00,1257688788.7423819,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12853.163346316072,0.0,7888546.130729097,0.0,7888546.130729097 
 08/24  06:00:00,1761228142.795552,0.0,55757075.01522515,179426617.44547747,92271600.0,717706469.7819098,351999296.7032966,111508099.65534885,135654576.36912126,116904407.82517325,1009719953.5528431,1001833858.3222655,7886095.230577518 
 08/24  07:00:00,2150843037.6284224,0.0,93676520.3823536,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,140369296.8311769,116904407.82517325,793341142.0102,761891188.5313603,31449953.478839704 
 08/24  08:00:00,4239920653.720214,0.0,199288637.89421258,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,150142003.5108593,116904407.82517325,238967011.07503925,199460214.20397765,39506796.87106162 
 08/24  09:00:00,4190305290.5451586,0.0,268898370.74595788,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,105359761.1502637,161464252.18978704,116904407.82517325,90323060.82694654,42884297.2797478,47438763.54719874 
 08/24  10:00:00,4038105146.957896,0.0,281425744.4803051,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,110278988.37452677,167817155.99556194,116904407.82517325,60277969.57897531,4942253.10352425,55335716.475451078 
 08/24  11:00:00,4102279383.62253,0.0,330841186.3344589,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,111931985.04908397,180922954.1314848,116904407.82517325,56301552.42099771,817141.996782645,55484410.42421506 
 08/24  12:00:00,3944685568.1106007,0.0,354397958.5107134,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,105374476.47273934,185756492.46512286,116904407.82517325,72133904.31988985,563424.5681461399,71570479.7517437 
 08/24  13:00:00,4182079914.132703,0.0,397298411.6962664,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,117036062.27520712,189162182.05372683,116904407.82517325,71497308.69118588,0.0,71497308.69118588 
 08/24  14:00:00,4262946771.2015378,0.0,465274893.51303067,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,122505563.71965605,196583055.86134923,116904407.82517325,47361844.37473589,0.0,47361844.37473589 
