Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 03/01  21:00:00,2250658166.3332345,0.0,10129187.881097639,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,86729900.7093161,77936271.88344883,816296281.9417329,792686793.6632004,23609488.27853251 
 03/01  22:00:00,1989228886.7639185,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,1365905.0803708116,0.0,975550893.073684,959838597.345828,15712295.727855808 
 03/01  23:00:00,1257684413.415259,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8477.836223488415,0.0,7883237.822202027,0.0,7883237.822202027 
 03/01  24:00:00,1079971281.5624979,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8478.88202498393,0.0,7882986.64790284,0.0,7882986.64790284 
 03/02  01:00:00,1035971369.4182341,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8478.825673587953,0.0,7883302.0170216499,0.0,7883302.0170216499 
 03/02  02:00:00,1035971369.3978845,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8478.805323950988,0.0,7882525.918742313,0.0,7882525.918742313 
 03/02  03:00:00,1035971369.5675442,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8478.974983785389,0.0,7882842.377733405,0.0,7882842.377733405 
 03/02  04:00:00,1035971370.394552,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8479.801991502089,0.0,7883159.865971611,0.0,7883159.865971611 
 03/02  05:00:00,1079971283.2143284,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8480.533855695274,0.0,7882386.292956406,0.0,7882386.292956406 
 03/02  06:00:00,1257689502.6200712,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,13567.041035891112,0.0,15711846.466743052,0.0,15711846.466743052 
 03/02  07:00:00,1480466108.591774,0.0,0.0,179426617.44547747,123028800.0,717706469.7819098,351999296.7032966,105752460.53662357,2552464.1244669517,0.0,1497233561.4969049,1489344347.4227148,7889214.074190508 
 03/02  08:00:00,1801341744.6985193,0.0,0.0,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,1448932.1088010523,0.0,962527260.9329324,931046735.2450467,31480525.687885588 
 03/02  09:00:00,4008254261.629971,0.0,35985125.13711061,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,111005226.13401094,87678305.86887993,268592499.89518979,213216344.4235129,55376155.47167689 
 03/02  10:00:00,4065498001.5057847,0.0,160155684.00658597,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,103908827.68263783,146850583.35741017,116904407.82517325,166303436.50961686,110870060.36375621,55433376.14586066 
 03/02  11:00:00,3969600423.813865,0.0,232821548.75272713,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,105119406.59343417,153076210.36020039,116904407.82517325,129655739.07566384,74203986.81764339,55451752.25802044 
 03/02  12:00:00,4027694798.5653417,0.0,271741940.9901173,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,114318824.58039916,163050774.8873228,116904407.82517325,119112656.72094172,47601638.19875839,71511018.52218333 
 03/02  13:00:00,3856417841.8895876,0.0,274768615.84206977,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,118567667.06542443,163924918.32006804,116904407.82517325,126971677.99790968,47235813.95884177,79735864.03906791 
 03/02  14:00:00,4056428174.368599,0.0,283690105.6369892,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,122952276.80438788,171202533.81971986,116904407.82517325,80002415.30338395,342145.6156357053,79660269.68774824 
 03/02  15:00:00,4135214947.645036,0.0,352285268.54183927,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,122609972.7091256,181736448.28656966,116904407.82517325,55352234.74943898,0.0,55352234.74943898 
 03/02  16:00:00,4166441183.8021237,0.0,383091332.99736919,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,118497697.72366429,186268894.97358758,116904407.82517325,47420372.41583612,0.0,47420372.41583612 
 03/02  17:00:00,4332083201.144512,0.0,376979388.96533629,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,112454346.40154605,188066559.31847928,116904407.82517325,63489305.80734725,0.0,63489305.80734725 
 03/02  18:00:00,3905184622.84293,0.0,337697013.98068979,1255986322.1183415,30757200.0,1435412939.5638197,439999120.8791207,104036828.85637652,184390789.61940826,116904407.82517325,39650262.303237337,213981.73495107905,39436280.568286258 
 03/02  19:00:00,3262203887.823754,0.0,277384610.15727046,897133087.2273873,184543200.0,1076559704.672864,439999120.8791207,103907369.5922554,165772387.46968258,116904407.82517325,110187281.56739167,78682884.06426856,31504397.50312309 
 03/02  20:00:00,3060324506.2028858,0.0,177455962.1290245,897133087.2273873,184543200.0,1076559704.672864,351999296.7032966,103907369.5922554,151821478.0528845,116904407.82517325,238525816.4480583,214933317.09962947,23592499.34842883 
 03/02  21:00:00,2414260251.265771,0.0,80468586.90580172,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,141024450.67542423,116904407.82517325,513489804.86325207,489881150.03398218,23608654.82926986 
 03/02  22:00:00,2291248027.1805565,0.0,49774478.75265011,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,136706158.9191854,116904407.82517325,670787105.128296,655075946.5657393,15711158.562556752 
 03/02  23:00:00,1257684412.8358644,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8477.256828892774,0.0,7882354.791126463,0.0,7882354.791126463 
 03/02  24:00:00,1079971279.561934,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8476.88146128611,0.0,7882670.686347295,0.0,7882670.686347295 
 03/03  01:00:00,1035971366.645543,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8476.052982423707,0.0,7882981.864082953,0.0,7882981.864082953 
 03/03  02:00:00,1035971367.5325264,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8476.939965814974,0.0,7883295.590286028,0.0,7883295.590286028 
 03/03  03:00:00,1035971367.039387,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8476.446826318646,0.0,7882518.2018781979,0.0,7882518.2018781979 
 03/03  04:00:00,1035971366.9074147,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8476.31485424445,0.0,7882832.116149349,0.0,7882832.116149349 
 03/03  05:00:00,1079971279.7660325,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8477.085559933805,0.0,7883146.862735273,0.0,7883146.862735273 
 03/03  06:00:00,1257689510.8099139,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,13575.230878520364,0.0,15712334.192995839,0.0,15712334.192995839 
 03/03  07:00:00,1482185782.6404973,0.0,0.0,179426617.44547747,123028800.0,717706469.7819098,351999296.7032966,107942452.51366164,2082146.1961517798,0.0,1341817158.2536286,1333927900.4282783,7889257.825350493 
 03/03  08:00:00,1845969668.699483,0.0,3625161.6746008649,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,22967626.46430169,19484067.970862207,859566890.5570948,828088443.69144,31478446.865654798 
 03/03  09:00:00,4106228451.1548068,0.0,76412365.85791202,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,139326072.98175309,116904407.82517325,259619273.60529519,212147680.98370103,47471592.621594179 
 03/03  10:00:00,4081275638.673306,0.0,173449317.06527633,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,103907369.5922554,149336045.55662377,116904407.82517325,148349420.6402386,89165721.87529908,59183698.76493953 
 03/03  11:00:00,3975234974.167284,0.0,236775821.7126219,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104193706.4143034,155682187.93285648,116904407.82517325,98589831.78194909,38974035.82004585,59615795.961903218 
 03/03  12:00:00,4023227848.179555,0.0,265505364.28760053,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,112113124.01441892,167026101.77003325,116904407.82517325,79758840.12120854,8261827.185409736,71497012.9357988 
 03/03  13:00:00,3872694980.1450808,0.0,277821555.7399464,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,118842941.86233773,176873841.88077147,116904407.82517325,83390982.434045,3649511.306931746,79741471.12711326 
 03/03  14:00:00,4049825589.3997848,0.0,277344964.1477599,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,122483376.30320025,171413990.84132198,116904407.82517325,79655591.34040642,0.0,79655591.34040642 
 03/03  15:00:00,4027663255.284522,0.0,271991786.06161597,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,114869073.89310599,162219137.22229753,116904407.82517325,47455967.94733226,0.0,47455967.94733226 
 03/03  16:00:00,4013126630.717209,0.0,260720251.38748554,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,116335896.08978683,157487225.13243405,116904407.82517325,55322788.524061787,0.0,55322788.524061787 
 03/03  17:00:00,4173256118.4959785,0.0,250653845.47251473,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,113892670.56808305,154126695.99623014,116904407.82517325,63492732.308754857,0.0,63492732.308754857 
 03/03  18:00:00,3755500832.7942888,0.0,219356548.78406746,1255986322.1183415,30757200.0,1435412939.5638197,439999120.8791207,105085459.48762307,151998834.1361432,116904407.82517325,69085403.67242033,29646464.12364749,39438939.54877284 
 03/03  19:00:00,3158987115.8263676,0.0,190600353.06232784,897133087.2273873,184543200.0,1076559704.672864,439999120.8791207,103907369.5922554,149339872.5672381,116904407.82517325,206260418.21234644,174756643.72029463,31503774.492051845 
 03/03  20:00:00,3022554442.6268689,0.0,146536648.50966899,897133087.2273873,184543200.0,1076559704.672864,351999296.7032966,103907369.5922554,144970728.09622268,116904407.82517325,332377716.3539033,308787036.36150339,23590679.992399977 
 03/03  21:00:00,2415857394.6031725,0.0,84787772.32104326,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,138302408.59758408,116904407.82517325,587953659.2259967,564343307.1144838,23610352.11151289 
 03/03  22:00:00,2271974819.8961637,0.0,35030786.67994259,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,132176643.7074998,116904407.82517325,697579469.7087044,681868376.1820519,15711093.526652419 
 03/03  23:00:00,1257684414.4120124,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8478.832977033477,0.0,7882826.964315227,0.0,7882826.964315227 
 03/03  24:00:00,1079971281.7617908,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8479.08131811556,0.0,7883140.9412718419,0.0,7883140.9412718419 
 03/04  01:00:00,856544750.8444413,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8477.697358474594,0.0,7882357.619182747,0.0,7882357.619182747 
 03/04  02:00:00,856544747.8866443,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8474.739561316166,0.0,7882666.801757837,0.0,7882666.801757837 
 03/04  03:00:00,856544748.2468762,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8475.099793499223,0.0,7882978.583409657,0.0,7882978.583409657 
 03/04  04:00:00,856544749.0797249,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8475.932641921492,0.0,7883290.362507214,0.0,7883290.362507214 
 03/04  05:00:00,900544660.1137539,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,8474.878758770172,0.0,7882510.706937977,0.0,7882510.706937977 
 03/04  06:00:00,988549572.3994484,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,13562.98862927171,0.0,7891880.026735606,0.0,7891880.026735606 
 03/04  07:00:00,1480745391.0583044,0.0,0.0,179426617.44547747,123028800.0,717706469.7819098,351999296.7032966,106775923.76582468,1808283.3617958604,0.0,1216048839.1236864,1200342434.3094798,15706404.81420656 
 03/04  08:00:00,1442869220.065375,0.0,0.0,179426617.44547747,0.0,717706469.7819098,439999120.8791207,103907369.5922554,1829642.3666117998,0.0,1183832759.07094,1168104329.6865118,15728429.384428386 
 03/04  09:00:00,2379821221.517706,0.0,735.5221059037865,897133087.2273873,0.0,897133087.2273873,439999120.8791207,103907369.5922554,22163753.09858774,19484067.970862207,826406605.4526631,802815952.5899409,23590652.862722085 
 03/04  10:00:00,2408290085.2215816,0.0,16228604.340433836,897133087.2273873,0.0,897133087.2273873,307999384.6153846,103907369.5922554,107952280.33528447,77936271.88344883,434989228.17097797,403488279.0325608,31500949.138417115 
 03/04  11:00:00,2376148834.7739737,0.0,90266364.89899108,897133087.2273873,0.0,897133087.2273873,131999736.26373624,103907369.5922554,138804781.73904325,116904407.82517325,218777673.41527344,187298459.97346095,31479213.441812494 
 03/04  12:00:00,2436406116.846062,0.0,144447858.0764839,897133087.2273873,0.0,897133087.2273873,131999736.26373624,103913582.68796215,144874357.53793199,116904407.82517325,189082847.81458656,157555596.75372545,31527251.060861105 
 03/04  13:00:00,2560215788.408434,0.0,253405392.53986467,897133087.2273873,0.0,897133087.2273873,131999736.26373624,104005379.05284575,159634698.27203954,116904407.82517325,206407374.48713047,174919914.52561248,31487459.96151798 
 03/04  14:00:00,2592433655.042037,0.0,277661350.491831,897133087.2273873,0.0,897133087.2273873,131999736.26373624,104035547.57671303,167566438.4298091,116904407.82517325,124367238.95827453,100739842.17336296,23627396.78491158 
 03/04  15:00:00,1691393442.1384395,0.0,272834285.3945619,269139926.168216,0.0,627993161.0591707,131999736.26373624,103907369.5922554,168614555.83532555,116904407.82517325,244966966.4527474,221371994.53725586,23594971.91549155 
 03/04  16:00:00,1684893735.7484153,0.0,271337639.06968548,269139926.168216,0.0,627993161.0591707,131999736.26373624,103907369.5922554,163611495.77017785,116904407.82517325,258213787.43352459,234638642.19983734,23575145.233687276 
 03/04  17:00:00,1747726646.1379793,0.0,174007549.65524743,269139926.168216,0.0,627993161.0591707,307999384.6153846,103907369.5922554,147774847.22253186,116904407.82517325,591897351.7099074,568314967.5813907,23582384.12851663 
 03/04  18:00:00,1534362265.299673,0.0,104169307.43990085,89713308.72273873,0.0,538279852.336432,439999120.8791207,103907369.5922554,141388898.50405205,116904407.82517325,935263878.2239113,927375647.0210551,7888231.202856115 
 03/04  19:00:00,1252547350.8685287,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,439999120.8791207,0.0,11868.930236934162,0.0,7889418.06144031,0.0,7889418.06144031 
 03/04  20:00:00,1164547525.1915773,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,0.0,11867.429109785298,0.0,15705767.649033349,0.0,15705767.649033349 
 03/04  21:00:00,1164547518.7738467,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,0.0,11861.01137935601,0.0,7888396.950696475,0.0,7888396.950696475 
 03/04  22:00:00,1076551093.1398602,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,263999472.52747248,0.0,15259.553216828204,0.0,15717342.198709736,0.0,15717342.198709736 
 03/04  23:00:00,988544482.8597252,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,8473.448906216592,0.0,7882956.229364134,0.0,7882956.229364134 
 03/04  24:00:00,900544660.981786,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,8475.746790909996,0.0,7883270.033764124,0.0,7883270.033764124 
 03/05  01:00:00,856543054.6084031,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6781.461320241031,0.0,7880192.634188915,0.0,7880192.634188915 
 03/05  02:00:00,856543056.0978817,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6782.950798713326,0.0,7880238.934540796,0.0,7880238.934540796 
 03/05  03:00:00,856543055.9302552,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6782.783172210064,0.0,7880285.93906817,0.0,7880285.93906817 
 03/05  04:00:00,856543053.8537908,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,6780.706707796204,0.0,7880333.017083897,0.0,7880333.017083897 
 03/05  05:00:00,900542961.6090236,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,6776.374028557942,0.0,72000.0,0.0,72000.0 
 03/05  06:00:00,988547871.021008,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,11861.610188874052,0.0,15706386.950289865,0.0,15706386.950289865 
 03/05  07:00:00,1103028040.222704,0.0,0.0,89713308.72273873,123028800.0,538279852.336432,351999296.7032966,0.0,6782.460236529535,0.0,7880349.95846569,0.0,7880349.95846569 
 03/05  08:00:00,1067999062.9173744,0.0,0.0,89713308.72273873,0.0,538279852.336432,439999120.8791207,0.0,6780.979083098874,0.0,7880248.855914139,0.0,7880248.855914139 
 03/05  09:00:00,1067999058.1286147,0.0,0.0,89713308.72273873,0.0,538279852.336432,439999120.8791207,0.0,6776.190323187673,0.0,7879545.924479736,0.0,7879545.924479736 
 03/05  10:00:00,935999320.5669406,0.0,0.0,89713308.72273873,0.0,538279852.336432,307999384.6153846,0.0,6774.892385041673,0.0,72000.0,0.0,72000.0 
 03/05  11:00:00,759999675.4818883,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,0.0,6778.158981330687,0.0,7879593.75781354,0.0,7879593.75781354 
 03/05  12:00:00,760003072.3971416,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,0.0,10175.074234530022,0.0,7886055.075962089,0.0,7886055.075962089 
 03/05  13:00:00,760003072.300084,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,0.0,10174.977176971259,0.0,15700585.145549115,0.0,15700585.145549115 
 03/05  14:00:00,760008149.0679363,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,0.0,15251.745029272215,0.0,7895137.897405424,0.0,7895137.897405424 
 03/05  15:00:00,760003069.397192,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,0.0,10172.074285079212,0.0,15699644.061143278,0.0,15699644.061143278 
 03/05  16:00:00,759999675.4191924,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,0.0,6778.096285443951,0.0,7880097.762933547,0.0,7880097.762933547 
 03/05  17:00:00,935999321.3371799,0.0,0.0,89713308.72273873,0.0,538279852.336432,307999384.6153846,0.0,6775.662624555706,0.0,72000.0,0.0,72000.0 
 03/05  18:00:00,1067999057.865348,0.0,0.0,89713308.72273873,0.0,538279852.336432,439999120.8791207,0.0,6775.927056494825,0.0,7880163.449904876,0.0,7880163.449904876 
 03/05  19:00:00,1252542261.1388918,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,439999120.8791207,0.0,6779.200600128726,0.0,7880193.440142312,0.0,7880193.440142312 
 03/05  20:00:00,1164542439.4932113,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,0.0,6781.730743824748,0.0,7880240.551613034,0.0,7880240.551613034 
 03/05  21:00:00,1164542440.8027955,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,0.0,6783.040328015128,0.0,7880287.687432542,0.0,7880287.687432542 
 03/05  22:00:00,1076547694.0999642,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,263999472.52747248,0.0,11860.513320707949,0.0,7888686.539391854,0.0,7888686.539391854 
 03/05  23:00:00,988542788.8365911,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,6779.425772096944,0.0,7880270.190683564,0.0,7880270.190683564 
 03/05  24:00:00,900542966.9195446,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,6781.684549496934,0.0,7880316.777330534,0.0,7880316.777330534 
 03/06  01:00:00,1035971362.5837725,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8471.991212102224,0.0,7882842.375012725,0.0,7882842.375012725 
 03/06  02:00:00,1035971363.2035041,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8472.610943732134,0.0,7883146.3965839049,0.0,7883146.3965839049 
 03/06  03:00:00,1035971363.7348875,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8473.142326923225,0.0,7882362.769910718,0.0,7882362.769910718 
 03/06  04:00:00,1035971363.2723034,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8472.679742854132,0.0,7882666.751036721,0.0,7882666.751036721 
 03/06  05:00:00,1079971276.0393198,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8473.358847068279,0.0,7882972.522065003,0.0,7882972.522065003 
 03/06  06:00:00,1257689496.4133599,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,13560.834324491701,0.0,15710776.531489794,0.0,15710776.531489794 
 03/06  07:00:00,1449493019.9412204,0.0,0.0,179426617.44547747,92271600.0,717706469.7819098,351999296.7032966,104507527.37588816,3581508.63464833,0.0,1857068259.080413,1849179591.9062246,7888667.174188511 
 03/06  08:00:00,1842229863.2452026,0.0,620.2514797936418,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,22852362.43314208,19484067.970862207,1174576472.1109629,1143098543.6791163,31477928.4318466 
 03/06  09:00:00,3834800722.2304136,0.0,732.0645971246463,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,31988283.719553625,29226101.956293309,398299025.3451091,342924589.56398877,55374435.781120378 
 03/06  10:00:00,3985588581.5571796,0.0,85127573.89859247,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,104105162.33536268,141772938.86407355,116904407.82517325,222429912.09034796,166990970.01431016,55438942.07603783 
 03/06  11:00:00,3936485219.044766,0.0,194007232.33481378,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,107578296.47131008,156316432.1311401,116904407.82517325,149912627.4161841,94452519.90614197,55460107.51004213 
 03/06  12:00:00,3968981181.0147678,0.0,224318908.93606014,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,113283826.41117244,152795187.5600323,116904407.82517325,124229125.05559385,52728436.097987677,71500688.95760617 
 03/06  13:00:00,3830291569.4759385,0.0,244980264.9139381,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,117648899.58298917,168505764.3169859,116904407.82517325,134370764.28136874,54626318.91140038,79744445.36996836 
 03/06  14:00:00,4088785597.6877577,0.0,273632433.9269074,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,124222980.37100512,212346925.28234268,116904407.82517325,80389498.78927349,734452.1657079468,79655046.62356554 
 03/06  15:00:00,4092135731.7485086,0.0,287938567.62223038,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,124023651.20070812,201590254.81806786,116904407.82517325,47457685.372517127,0.0,47457685.372517127 
 03/06  16:00:00,4062603572.058567,0.0,271763790.23955467,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,122240280.1046178,190016243.60689194,116904407.82517325,55313552.94070403,0.0,55313552.94070403 
 03/06  17:00:00,4199930716.3789985,0.0,250152676.03573875,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,114963270.73393727,180231863.15017168,116904407.82517325,63492846.665344569,0.0,63492846.665344569 
 03/06  18:00:00,3725515828.409304,0.0,220969010.4446861,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,104568943.1407361,151675084.4374267,116904407.82517325,58711548.73969064,19272185.0529043,39439363.68678634 
 03/06  19:00:00,3127878329.4981214,0.0,162887641.7308513,897133087.2273873,184543200.0,1076559704.672864,439999120.8791207,103907369.5922554,145943797.5704685,116904407.82517325,144806318.37822689,113302298.00082678,31504020.377400105 
 03/06  20:00:00,3018271891.745954,0.0,142668118.53830085,897133087.2273873,184543200.0,1076559704.672864,351999296.7032966,103907369.5922554,144556707.18667615,116904407.82517325,237550423.83024154,213959648.65828259,23590775.171958947 
 03/06  21:00:00,2426209003.737047,0.0,92176228.1189315,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,141265561.93357045,116904407.82517325,538102328.5980618,514491989.9147028,23610338.683359006 
 03/06  22:00:00,2270378527.206133,0.0,30674345.131876336,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,134936792.56553564,116904407.82517325,716608278.0806396,700897162.2271898,15711115.853449848 
 03/06  23:00:00,1257684409.8603876,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8474.281352187074,0.0,7882839.669273769,0.0,7882839.669273769 
 03/06  24:00:00,1079971277.2369173,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8474.556444302149,0.0,7883144.622132405,0.0,7883144.622132405 
 03/07  01:00:00,1035971363.304835,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8472.712274492562,0.0,7882352.775081823,0.0,7882352.775081823 
 03/07  02:00:00,1035971360.6283707,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8470.035810183923,0.0,7882652.730901954,0.0,7882652.730901954 
 03/07  03:00:00,1035971360.9835281,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8470.390967621204,0.0,7882955.167074782,0.0,7882955.167074782 
 03/07  04:00:00,1035971361.7709278,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8471.17836720184,0.0,7883257.598470804,0.0,7883257.598470804 
 03/07  05:00:00,1079971272.9321686,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8470.251695848518,0.0,7882470.365990716,0.0,7882470.365990716 
 03/07  06:00:00,1257689490.482778,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,13554.903742789116,0.0,7891815.518864327,0.0,7891815.518864327 
 03/07  07:00:00,1450452069.394942,0.0,0.0,179426617.44547747,92271600.0,717706469.7819098,351999296.7032966,106892801.17013376,2155284.2941247236,0.0,1378652513.8356968,1362946255.8941079,15706257.941588633 
 03/07  08:00:00,1801005045.1498063,0.0,0.0,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,1112232.5600881219,0.0,758108184.9491464,726629231.282201,31478953.666945287 
 03/07  09:00:00,4093670674.109977,0.0,61830564.33842066,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,107227219.07838893,138030247.97028075,116904407.82517325,202195773.01888783,154723860.00339443,47471913.015493389 
 03/07  10:00:00,4116544559.6961386,0.0,198885011.74989937,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,109416291.47347823,153660350.01361007,116904407.82517325,144503156.5434209,89069265.93526238,55433890.60815853 
 03/07  11:00:00,4021170089.115959,0.0,259264086.4930581,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,115625511.45146363,167697233.06393514,116904407.82517325,101979724.27223969,46525287.89286177,55454436.37937791 
 03/07  12:00:00,4062647958.6088907,0.0,276688806.18156656,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,124047197.78011734,183328696.5397045,116904407.82517325,81454430.42485178,9950875.022006367,71503555.4028454 
